Iteration	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	branch_lengths[84]	branch_lengths[85]	branch_lengths[86]	branch_lengths[87]	branch_lengths[88]	branch_lengths[89]	branch_lengths[90]	branch_lengths[91]	branch_lengths[92]	branch_lengths[93]	branch_lengths[94]	branch_lengths[95]	branch_lengths[96]	branch_lengths[97]	branch_lengths[98]	branch_lengths[99]	branch_lengths[100]	branch_lengths[101]	branch_lengths[102]	branch_lengths[103]	branch_lengths[104]	branch_lengths[105]
10	-23928.48	-23996.22	67.73872	0.0095384	0.0322917	0.0219204	0.0327602	0.00222753	0.00493381	0.0110919	0.00884815	0.032742	0.0328575	0.0588636	0.00460388	0.0119881	0.0189065	0.0209594	0.0198906	0.0176585	0.00346571	0.00950778	0.0121422	0.0207179	0.00827255	0.028332	0.0116064	0.0130737	0.0153194	0.0497407	0.000946729	0.015579	0.004639	0.00725132	0.00862402	0.00842426	0.0180555	0.00879788	0.0543289	0.00720334	0.0419488	0.0513204	0.00557677	0.0394288	0.0155014	0.0169072	0.00253719	0.010911	0.0244385	0.0168707	0.0189614	0.0252846	0.00684722	0.0184912	0.0222757	0.0185266	0.0146903	0.0160675	0.00114564	0.00826241	0.00132447	0.00291902	0.00659664	0.0145446	0.00246961	0.0118097	0.00678236	0.00162329	0.00123169	0.0159691	0.0108563	0.00896124	0.00102842	0.00142326	0.00434755	0.0242676	0.00211374	0.0272167	0.00649306	0.00127445	0.0179635	0.0155167	0.00265922	0.0142307	0.00963638	0.0101381	0.000956422	0.000800243	0.00330326	0.0120619	0.0390556	0.00145793	0.000242451	0.00373397	0.035263	0.00511078	0.00140852	0.0587299	0.00769945	0.0350295	0.00916105	0.00621523	0.00550221	0.0179878	0.000268788	0.00180023	0.00544314	0.0143022
11	-22673.96	-22743.66	69.69176	0.00988868	0.0207255	0.0209204	0.0327602	0.00178862	0.00493381	0.0140512	0.00884815	0.0316598	0.0240288	0.0414264	0.00586644	0.0119881	0.0189065	0.0209594	0.0198906	0.0167954	0.00346571	0.00950778	0.0136068	0.0207179	0.0122777	0.0312167	0.0116064	0.0119676	0.0153194	0.0497407	0.0011875	0.0103941	0.00477472	0.00502869	0.0084195	0.00579673	0.0141462	0.0108875	0.0650294	0.00624744	0.0264837	0.0262891	0.00608884	0.0253707	0.0155014	0.0169072	0.0021665	0.00779734	0.0178648	0.0131772	0.0140778	0.0252846	0.00684722	0.0132651	0.0196223	0.015546	0.0146903	0.0157242	0.000837319	0.0125581	0.000556125	0.00291902	0.0100887	0.0145446	0.00195184	0.0118097	0.00533648	0.00208697	0.000963781	0.0159691	0.00572077	0.00583053	0.00102842	0.00121329	0.00697434	0.0333892	0.0012729	0.0272167	0.00343701	0.000894472	0.0179635	0.0108576	0.0022358	0.0142307	0.00654309	0.0132783	0.000804468	0.00059366	0.00330326	0.00928951	0.018248	0.000980752	0.000309306	0.00373397	0.0241978	0.00359375	0.00140852	0.0304554	0.00680343	0.0327826	0.00916105	0.00432688	0.0049526	0.0179878	0.000268788	0.00223883	0.00544314	0.00565828
12	-22077.17	-22148.46	71.29293	0.00988868	0.0137476	0.0134975	0.0327602	0.00171819	0.00659297	0.0140512	0.00884815	0.0169378	0.0182201	0.0297412	0.00567611	0.0175624	0.0189065	0.013007	0.0198906	0.0167954	0.00394913	0.00504292	0.0136068	0.0158902	0.0122777	0.0312167	0.0116064	0.0110569	0.0153194	0.0497407	0.00145785	0.0102423	0.00477472	0.00310132	0.00688694	0.0047374	0.0141462	0.0108875	0.0597062	0.00828355	0.0264837	0.0204395	0.00751655	0.0176553	0.0155014	0.00989855	0.00272851	0.00779734	0.0178648	0.0110853	0.0176376	0.0117102	0.00566582	0.0136253	0.0122518	0.0172739	0.0146154	0.0141352	0.000961882	0.00769386	0.000759199	0.00334935	0.0237616	0.00751096	0.0020197	0.0118097	0.00369674	0.00234393	0.00129301	0.0159691	0.00187959	0.00583053	0.00185284	0.00089609	0.00697434	0.0308449	0.00116159	0.013101	0.00281426	0.00168493	0.0179635	0.00595305	0.00303501	0.0107847	0.0045132	0.0132783	0.000870625	0.000965601	0.00224607	0.00617735	0.016339	0.000959563	0.000606283	0.00373397	0.00934617	0.00218106	0.0015878	0.0304554	0.00682652	0.0327826	0.00916105	0.00266711	0.0049526	0.015455	0.00026961	0.00223883	0.00366543	0.00473074
13	-21070.97	-21143.57	72.60057	0.00954478	0.00743132	0.0106699	0.0228084	0.00178477	0.00508036	0.00968998	0.00884815	0.0169378	0.0182201	0.0214781	0.00567611	0.0175624	0.0169234	0.0094232	0.0187553	0.012412	0.00349303	0.00391152	0.00950918	0.0158902	0.00849107	0.0184116	0.00739364	0.0131632	0.0153194	0.0497407	0.00128671	0.0105749	0.00477472	0.00236714	0.00578634	0.00387028	0.0179013	0.0108875	0.0597062	0.00781117	0.0264837	0.0204395	0.00751655	0.0176325	0.00856988	0.00989855	0.00429917	0.00720042	0.0127097	0.0100828	0.0176376	0.00797249	0.00597329	0.0114766	0.0103977	0.0131501	0.0157088	0.0117926	0.000961882	0.00736398	0.000793552	0.00334935	0.0149834	0.0046139	0.0020175	0.0102501	0.00369674	0.00278438	0.000981203	0.012902	0.00187959	0.00390207	0.00185284	0.000568862	0.00441858	0.0308449	0.000752245	0.013101	0.00304174	0.00217481	0.0179635	0.00599117	0.00342229	0.00902752	0.00408037	0.00852937	0.000750466	0.000607188	0.00224607	0.00398752	0.016339	0.00107252	0.000754271	0.00395991	0.00934617	0.00218106	0.0013721	0.0304554	0.0065489	0.0327826	0.00747616	0.00316774	0.0049526	0.00981745	0.000535969	0.00172037	0.00378237	0.00426793
14	-20266.47	-20339.91	73.43455	0.00751027	0.00743132	0.0106699	0.0182255	0.00220347	0.00406494	0.0139171	0.00884815	0.0169378	0.014914	0.0154165	0.00517576	0.0175624	0.0127595	0.0094232	0.0167399	0.0130862	0.00349303	0.00581275	0.00923709	0.0162198	0.00849107	0.0170875	0.00559856	0.0100112	0.0153194	0.0497407	0.00174142	0.0105749	0.00339911	0.00236714	0.00373167	0.00389195	0.0171013	0.0139944	0.0597062	0.00757596	0.0225394	0.0204395	0.00603233	0.012355	0.00856988	0.00989855	0.00429917	0.00720042	0.0123737	0.00638418	0.0176376	0.0110517	0.00760117	0.0131134	0.0145818	0.00845631	0.0157088	0.00725388	0.00150374	0.00736398	0.000463686	0.00266112	0.0151899	0.0046139	0.0020175	0.0102501	0.00369674	0.00278438	0.00102973	0.013265	0.000781673	0.0048167	0.00234095	0.000568862	0.00599723	0.0236207	0.000677738	0.00830964	0.00304174	0.00217481	0.0142628	0.00236001	0.00342229	0.00902752	0.00408037	0.00525379	0.000242071	0.000350972	0.00224607	0.00519082	0.0106484	0.000516616	0.000950249	0.00395991	0.00782133	0.00191177	0.0013721	0.0236676	0.00748457	0.0253629	0.00420172	0.0028496	0.00674909	0.00981745	0.000535969	0.00172037	0.00175596	0.00304148
15	-19781.57	-19855.41	73.8406	0.00751027	0.00743132	0.0106699	0.0182255	0.00259438	0.00406494	0.0133138	0.00884815	0.00520015	0.014914	0.0154165	0.00833359	0.0282445	0.0143986	0.00967641	0.0167399	0.0103444	0.00408523	0.00581275	0.00923709	0.0129457	0.00849107	0.0213955	0.00745974	0.00831711	0.0153194	0.0497407	0.00174142	0.0105749	0.00274628	0.000957996	0.00368454	0.00325387	0.014735	0.00922166	0.0597062	0.00757596	0.0154633	0.0185812	0.00440324	0.00760828	0.00700399	0.0110786	0.00277761	0.00723329	0.0123737	0.0116256	0.0176376	0.0110517	0.00822378	0.0122406	0.0145818	0.00977968	0.0157088	0.00978904	0.00178277	0.00205676	0.000595208	0.00201713	0.00930418	0.00206501	0.00170113	0.0102501	0.00228919	0.00278438	0.00109661	0.0147236	0.00125232	0.0048167	0.00234095	0.000825295	0.00599723	0.0236207	0.000815163	0.00877502	0.00253031	0.00306371	0.00894226	0.00294323	0.00342229	0.00847102	0.00408037	0.00525379	0.000160829	0.000268575	0.00217813	0.00326947	0.0135401	0.000917298	0.000950249	0.00493737	0.00782133	0.00142327	0.00332896	0.0191999	0.00748457	0.0253629	0.00293145	0.00186163	0.00674909	0.00691484	0.000386152	0.0010435	0.00110682	0.00310356
16	-19445.9	-19519.84	73.93525	0.0065814	0.00475878	0.00984742	0.01749	0.00193929	0.00406494	0.0126393	0.00884815	0.00627213	0.00978085	0.00964245	0.00698959	0.0365441	0.0102092	0.00967641	0.0167399	0.0103444	0.00436935	0.00485829	0.00923709	0.00845619	0.0106392	0.033411	0.00745974	0.00831711	0.0144274	0.0532277	0.00174142	0.0105749	0.00387983	0.000730346	0.00153402	0.00248295	0.014735	0.0114259	0.0597062	0.00527969	0.0154633	0.0185812	0.00433936	0.00760828	0.00700399	0.00872198	0.00272058	0.00464054	0.00689426	0.0103065	0.011747	0.00534182	0.00998336	0.0122069	0.0142862	0.0111423	0.0243926	0.00978904	0.00178277	0.00255654	0.000595208	0.00332387	0.00720863	0.00232101	0.00179761	0.00403529	0.00265769	0.00205362	0.00109661	0.0212442	0.000404488	0.00429538	0.00217567	0.000825295	0.0118533	0.0318318	0.000904324	0.00877502	0.00174488	0.00494518	0.00894226	0.00184424	0.00342229	0.00847102	0.00358912	0.00300807	0.000123058	0.000268575	0.0020011	0.00378844	0.0135401	0.00110742	0.0017797	0.00520936	0.00766662	0.00139706	0.00237659	0.0191999	0.00748457	0.0253629	0.00181942	0.00186163	0.00674909	0.00691484	0.000396562	0.000588821	0.00111694	0.000892619
17	-18804.06	-18878.55	74.48831	0.00467358	0.00262578	0.00942604	0.0117702	0.00193929	0.00359792	0.0106336	0.00569196	0.00349441	0.00765069	0.00964245	0.00698959	0.0441739	0.0102092	0.00751634	0.0167399	0.0130618	0.00436935	0.00457193	0.00686974	0.00845619	0.00748377	0.033411	0.00745974	0.00831711	0.0183606	0.0532277	0.00174142	0.00647746	0.00556449	0.00140261	0.00266531	0.00154467	0.0150124	0.0139451	0.0597062	0.00452076	0.0119652	0.0126406	0.00519936	0.00760828	0.00415847	0.00872198	0.00272058	0.0047188	0.00684617	0.0130902	0.011747	0.00446071	0.00998336	0.0117888	0.0142862	0.0244354	0.0221645	0.00978904	0.0013084	0.00310782	0.000967068	0.00287845	0.00720863	0.00232101	0.00152503	0.00403529	0.00188108	0.000963812	0.00147475	0.0212442	0.00056954	0.00429538	0.00182976	0.000908169	0.0118533	0.0285535	0.000616411	0.00332849	0.00174488	0.00494518	0.00894226	0.00184424	0.00365226	0.00551627	0.00358912	0.00270439	0.000186741	0.000268575	0.00382097	0.00514797	0.0090768	0.00109099	0.0017797	0.00734076	0.00766662	0.00139706	0.00237659	0.00703459	0.00480901	0.0129313	0.00112999	0.00158207	0.00600505	0.00691484	0.000396562	0.000550633	0.000734072	0.00075805
18	-18486.36	-18561.45	75.08202	0.00402336	0.00260471	0.00942604	0.00777396	0.00246272	0.00359792	0.0106336	0.00569196	0.00426562	0.00765069	0.00952934	0.00641133	0.0271952	0.0102092	0.00751634	0.0167399	0.00972985	0.00344287	0.00764973	0.00605454	0.0104661	0.00748377	0.0229197	0.0061388	0.00778008	0.0183606	0.0436009	0.0019011	0.00885385	0.00807557	0.00104937	0.00266531	0.00154467	0.0177165	0.0139451	0.0597062	0.00448706	0.0119652	0.0152194	0.00430614	0.00668752	0.00537938	0.00872198	0.00244813	0.0044731	0.00554217	0.017012	0.011747	0.00298154	0.0100152	0.00957068	0.0190201	0.0235375	0.0264971	0.0174267	0.00135735	0.00310782	0.000614346	0.00211675	0.00506098	0.00127033	0.00152503	0.00403529	0.00188108	0.000672124	0.00152487	0.0146272	0.00056954	0.00429538	0.00214603	0.000609179	0.00637618	0.0285535	0.000642447	0.0036738	0.00101484	0.00452887	0.00349968	0.00219984	0.00449456	0.00313915	0.00250644	0.00341308	0.000184526	0.000128874	0.00435389	0.00422672	0.00623606	0.00121183	0.00149351	0.00734076	0.00439667	0.00215199	0.00237659	0.00555161	0.00480901	0.00726413	0.00114613	0.00158207	0.0039302	0.006307	0.000396562	0.000550633	0.000762588	0.000993852
19	-18250.26	-18325.72	75.4585	0.00402336	0.00289706	0.00584879	0.00751235	0.00246272	0.0010688	0.0120774	0.00569196	0.00426562	0.00765069	0.0070603	0.00641133	0.027557	0.0102092	0.00717051	0.0169312	0.00908764	0.0022803	0.00623605	0.00731798	0.012463	0.00789707	0.0207416	0.0104617	0.00493857	0.0130758	0.0436009	0.00238627	0.00885385	0.00767847	0.00247171	0.00164273	0.00162322	0.0147921	0.0144188	0.0597062	0.00427581	0.0104381	0.0168632	0.00365457	0.00803007	0.00263354	0.00825919	0.00132207	0.00448175	0.00554217	0.0151832	0.00564685	0.00298154	0.0100152	0.0124888	0.0190201	0.0351743	0.0244891	0.0149227	0.00190426	0.00361465	0.000672187	0.00196113	0.00506098	0.000957511	0.00110181	0.00334257	0.00242119	0.000538537	0.00133294	0.00939626	0.00056954	0.0041178	0.00130881	0.000383926	0.00514276	0.0285535	0.000584056	0.00174029	0.000548709	0.00564698	0.00230536	0.00222741	0.00321648	0.00309608	0.00247463	0.00347228	0.000185468	0.000128874	0.00435389	0.00388079	0.00623606	0.00177398	0.00149351	0.00450513	0.00343447	0.00320134	0.0036835	0.00258554	0.00397432	0.00726413	0.000731193	0.00158207	0.0034062	0.00283287	0.000396562	0.000392562	0.000762588	0.000625111
20	-17976.55	-18051.65	75.10121	0.00307075	0.00289706	0.00584879	0.0113721	0.0026373	0.000840931	0.0119036	0.00569196	0.00426562	0.00765069	0.00630434	0.00640848	0.0336677	0.0102092	0.00717051	0.0169312	0.0091963	0.00202738	0.00623605	0.00771381	0.012463	0.0058586	0.0161919	0.00648743	0.0052519	0.014197	0.0436009	0.00272579	0.00971145	0.00767847	0.00233255	0.00164273	0.00139045	0.0147921	0.0128245	0.0520515	0.00223306	0.0130382	0.0168632	0.00262551	0.00759384	0.00319875	0.00825919	0.00182185	0.00298328	0.00736554	0.015516	0.0114055	0.00327392	0.0100152	0.00987615	0.0123373	0.0784583	0.0244891	0.0131714	0.00224684	0.00268512	0.000723208	0.0026204	0.00501429	0.0016382	0.00180027	0.00205697	0.00192025	0.000422164	0.00133294	0.0139019	0.000593464	0.00288936	0.00152971	0.000525487	0.00514276	0.0271356	0.000729303	0.00108919	0.000656451	0.00846467	0.00199689	0.00206793	0.00379652	0.00360046	0.00102301	0.00360934	0.000214744	0.000373772	0.00435389	0.0041205	0.00466482	0.00264079	0.00135442	0.00476326	0.00343447	0.00320134	0.00432232	0.0018779	0.0039229	0.00626137	0.000705994	0.0023919	0.00501496	0.00283287	0.000521002	0.0007493	0.00139585	0.000685763
21	-17760.18	-17834.97	74.78489	0.00227226	0.00257184	0.00584879	0.00983112	0.00313212	0.000717255	0.0125777	0.00569196	0.00649376	0.00480328	0.00465476	0.0045292	0.0343897	0.0106445	0.0044731	0.0169312	0.00917549	0.00142092	0.00411865	0.00639311	0.0105817	0.0058586	0.0161919	0.00832826	0.00443738	0.014197	0.0280294	0.00223701	0.00917258	0.00767847	0.00184126	0.00126298	0.00179191	0.0146009	0.0128245	0.0388984	0.00322122	0.0147778	0.0168632	0.00310474	0.00923269	0.00255267	0.00825919	0.00196165	0.00210916	0.00839922	0.0116179	0.0100272	0.00252318	0.00761882	0.00987615	0.0117252	0.170305	0.0244891	0.0137122	0.0027401	0.00268512	0.000712648	0.00181005	0.00301565	0.000581604	0.00266441	0.000830545	0.000626523	0.000345462	0.00126539	0.00713544	0.000700743	0.00288936	0.00161303	0.000525487	0.00693435	0.0271356	0.00107696	0.000840203	0.00111805	0.00325201	0.00263075	0.00255062	0.00379652	0.00360046	0.00102301	0.00258711	0.000179277	0.000373772	0.00538116	0.00453271	0.00378382	0.00264079	0.00126028	0.00586593	0.00343447	0.00452299	0.00432232	0.0018779	0.00302006	0.00626137	0.000705994	0.0023919	0.005175	0.00193916	0.000521002	0.000765362	0.00139585	0.000400742
22	-17615.99	-17691.37	75.38147	0.00227226	0.00247957	0.00424464	0.010092	0.00332819	0.00141655	0.0125777	0.00569196	0.00615142	0.00444994	0.00230598	0.00394233	0.0317529	0.0120538	0.0044731	0.0169312	0.0043048	0.00142092	0.00516279	0.00639311	0.00710612	0.00534675	0.0161919	0.00832826	0.0028287	0.014197	0.0179844	0.00219261	0.00917258	0.00504113	0.00185181	0.00120814	0.00248513	0.012913	0.0128245	0.0418573	0.00322122	0.0088856	0.0156261	0.00390185	0.00607575	0.00185772	0.00474954	0.00174397	0.00306231	0.00673688	0.0139908	0.00833151	0.00293807	0.0054358	0.00987615	0.0117252	0.144701	0.0197907	0.0164932	0.0027401	0.00268512	0.000481991	0.00261374	0.0041923	0.000649358	0.002535	0.000938028	0.000555962	0.000452045	0.00180803	0.00864356	0.00158107	0.00380041	0.000809075	0.000640191	0.00581703	0.0304288	0.00200995	0.000952659	0.00111805	0.00455316	0.00104828	0.0026086	0.0066262	0.00259782	0.00149186	0.00282866	0.000189328	0.000785852	0.00538116	0.00372808	0.00243476	0.00264079	0.00161582	0.00555465	0.00247011	0.00456311	0.00432232	0.0018779	0.00288526	0.00919736	0.000847101	0.00191074	0.00284742	0.00203569	0.000521002	0.00140785	0.00161788	0.000600409
23	-17518.83	-17594.06	75.22651	0.00223664	0.00247957	0.00273904	0.0102792	0.00332819	0.00091372	0.0110072	0.00466247	0.00585963	0.00500193	0.000969472	0.00394233	0.0366225	0.0120538	0.0030371	0.0143713	0.0043048	0.00164499	0.00516279	0.00833397	0.00710612	0.00562179	0.014488	0.00520488	0.00191159	0.00967753	0.0197841	0.00156558	0.00824548	0.00416963	0.00185181	0.0015857	0.000998483	0.012913	0.0128245	0.0435147	0.00518403	0.012705	0.0156261	0.00390185	0.00607575	0.00185772	0.00436917	0.00174397	0.00273905	0.00678116	0.0130938	0.00833151	0.00350007	0.00750353	0.00504466	0.0117252	0.144701	0.0266648	0.0164932	0.00398497	0.00372397	0.000381626	0.00229675	0.00463254	0.000602172	0.00275234	0.000941198	0.000555962	0.000568539	0.00319161	0.0103991	0.00170283	0.00598839	0.00102006	0.000858109	0.00581703	0.0304288	0.00200995	0.00122265	0.0014768	0.00455316	0.00167478	0.00122066	0.0066262	0.00259782	0.00216564	0.00192548	0.00015472	0.000785852	0.00525178	0.00372808	0.00243476	0.00321815	0.000579995	0.00777361	0.0037905	0.00456311	0.00798779	0.00151511	0.00208389	0.0150385	0.000826555	0.00125375	0.00251241	0.00203569	0.0011423	0.00075853	0.00273724	0.000308725
24	-17037.99	-17113.99	76.00713	0.00254368	0.00247957	0.00177357	0.0102792	0.00332819	0.000543383	0.0110072	0.00486972	0.00449862	0.00325286	0.00111549	0.00278982	0.0366225	0.0120538	0.00360373	0.0143713	0.00279214	0.00164499	0.00360226	0.00911572	0.00710612	0.00815649	0.0206706	0.00520488	0.00202203	0.00500557	0.0111328	0.00156558	0.00824548	0.00325005	0.00119975	0.00140496	0.000998483	0.0144183	0.0125636	0.0435147	0.00395748	0.012705	0.0156261	0.00421746	0.00391783	0.00161078	0.00457919	0.00110613	0.00156802	0.00418397	0.014785	0.00636444	0.00375317	0.00913483	0.0047987	0.0121184	0.087411	0.0309879	0.0196327	0.00398497	0.00348848	0.000267319	0.00394908	0.00615763	0.000320706	0.00307719	0.00128502	0.000573207	0.000651071	0.0032253	0.00666047	0.000834737	0.00598839	0.000500529	0.000539962	0.00581703	0.0304288	0.00198596	0.000858542	0.000607323	0.00387596	0.00122062	0.000924906	0.0086882	0.00259782	0.00121199	0.00192548	0.000181831	0.000929817	0.00688717	0.00372808	0.0021472	0.00321815	0.000520638	0.00722556	0.0037905	0.00456311	0.00694767	0.0017083	0.00208389	0.00857611	0.000484543	0.00125375	0.000981201	0.00314941	0.0011423	0.00060588	0.00290767	0.000308725
25	-16820.43	-16896.96	76.52912	0.00362516	0.00214913	0.00188387	0.0102792	0.00491915	0.000857005	0.0110072	0.00764817	0.00450268	0.00162461	0.000948664	0.00258679	0.0283145	0.0113342	0.00223392	0.00672043	0.00191549	0.00164499	0.00688707	0.0104897	0.00506425	0.00893862	0.0206706	0.00666335	0.00202203	0.00490548	0.0125368	0.00138503	0.00747993	0.00325005	0.000562798	0.000954389	0.00073544	0.012915	0.010677	0.0268671	0.00612603	0.0129129	0.0156261	0.00421746	0.00391783	0.00161078	0.00457919	0.00139867	0.00156693	0.00418397	0.014785	0.00636444	0.00250056	0.00913483	0.00886761	0.0121184	0.0509107	0.0292896	0.0152088	0.00480129	0.00353547	0.000249594	0.00394908	0.00559035	0.000197354	0.00307719	0.00135719	0.000499067	0.000561785	0.00416943	0.00920537	0.000565393	0.00598839	0.000543555	0.000539962	0.00801313	0.0423725	0.0022179	0.000480546	0.000870252	0.00387596	0.00178278	0.000924906	0.00809831	0.00240151	0.00136313	0.00148975	0.000202281	0.000403834	0.00688717	0.00278327	0.00178278	0.00321815	0.000389399	0.00709311	0.00370912	0.0048053	0.00694767	0.0017083	0.00294651	0.00923919	0.000564113	0.00113633	0.00106039	0.00326291	0.0011423	0.000924033	0.00214668	0.000401395
26	-16759.35	-16835.94	76.59309	0.00523477	0.00131624	0.00246974	0.00747132	0.00529546	0.00114267	0.0106287	0.00764817	0.00642399	0.00169476	0.000611578	0.00232416	0.0212114	0.0121112	0.00344791	0.00443136	0.00240308	0.00110837	0.00688707	0.00658709	0.00339967	0.00893862	0.0185281	0.00768705	0.00202203	0.00398756	0.0125368	0.00204304	0.00747993	0.00226256	0.000562798	0.000954389	0.00115753	0.012915	0.0101413	0.0268671	0.00393715	0.0139998	0.0156261	0.00444139	0.00391783	0.00113342	0.00457919	0.00139867	0.00296304	0.00633251	0.0143725	0.00636444	0.00250056	0.0101863	0.00995814	0.0151299	0.0518494	0.0292896	0.0113945	0.00469449	0.00192935	0.000249594	0.00343932	0.00559035	0.000197354	0.00294059	0.00259246	0.000499067	0.000561785	0.00378772	0.00920537	0.000565393	0.00598839	0.000609175	0.000523322	0.00801313	0.0423725	0.0013052	0.000429501	0.000619495	0.00387596	0.00178278	0.00116485	0.00665988	0.00374214	0.00205104	0.00223632	0.000202281	0.000403834	0.00688717	0.00278327	0.00178278	0.00478021	0.000776725	0.00606437	0.00461912	0.00477374	0.00924213	0.00127244	0.00557809	0.00820061	0.000891842	0.00118324	0.00106039	0.00269332	0.00209831	0.00105311	0.00214668	0.000170712
27	-16584.41	-16659.75	75.34232	0.00523477	0.00132939	0.00214936	0.0069328	0.00529546	0.00114267	0.0106287	0.00764817	0.00427496	0.00130794	0.000486501	0.00232416	0.0196063	0.0108324	0.0042935	0.00347036	0.00240308	0.00147881	0.00943003	0.00802388	0.00313721	0.00722098	0.0185281	0.00768705	0.0013364	0.00253224	0.0125368	0.00197699	0.00747993	0.00273827	0.000834419	0.000757515	0.00135894	0.0138179	0.0114492	0.0268671	0.00486158	0.0139998	0.0159891	0.00281075	0.00391783	0.00113342	0.00339929	0.00107555	0.0050115	0.00492641	0.0143725	0.00636444	0.00216549	0.00834404	0.00993064	0.0103598	0.194002	0.0285787	0.0113945	0.00403418	0.00283512	0.000210484	0.00305433	0.00396118	0.000156751	0.00453598	0.0022593	0.00052227	0.00058937	0.00285618	0.00644233	0.000527646	0.00848955	0.000609175	0.000313376	0.00801313	0.03147	0.00177412	0.000246912	0.000512031	0.00294775	0.00125746	0.00133724	0.00665988	0.0034999	0.00294471	0.0040046	0.000745689	0.000599852	0.00688717	0.00212071	0.00235385	0.00748064	0.00094256	0.00504377	0.00178205	0.0121739	0.00949389	0.00178939	0.00557809	0.00664915	0.000569855	0.00207651	0.00102767	0.00269332	0.00209831	0.000895489	0.00162723	0.000791835
28	-16297.89	-16373.05	75.15298	0.00523477	0.00142698	0.00155831	0.006275	0.00566013	0.00115217	0.0119443	0.00764817	0.005398	0.00130794	0.000965057	0.0034989	0.0161306	0.0127211	0.0042935	0.00378859	0.00182271	0.00147881	0.0104186	0.00676291	0.00438237	0.00812187	0.0185281	0.00768705	0.00272396	0.00357635	0.0150344	0.00155403	0.00747993	0.00273827	0.000683902	0.000334531	0.00135894	0.0138179	0.0105361	0.0262217	0.00401697	0.012161	0.0164201	0.00397474	0.0031747	0.000746804	0.00339929	0.00107555	0.00305675	0.00695408	0.00927423	0.00481502	0.00216549	0.00772564	0.00665435	0.00963647	0.203202	0.0285787	0.0077304	0.00498837	0.002505	0.000317397	0.00451681	0.00222189	0.000199272	0.00432757	0.00345775	0.00052227	0.00058937	0.00420173	0.00644233	0.00081095	0.00810015	0.000986913	0.000369991	0.00912298	0.03147	0.00177412	0.000246912	0.000275412	0.00294775	0.000900636	0.0014388	0.00757545	0.00305921	0.00327755	0.0040046	0.00115673	0.000807909	0.00688717	0.00212071	0.00620766	0.00644815	0.00094256	0.00787094	0.00211875	0.016096	0.00992954	0.00150357	0.00917293	0.00664915	0.00111097	0.00320205	0.00114697	0.00269332	0.00209831	0.000895489	0.00207888	0.000791835
29	-16115.12	-16190.88	75.75372	0.00505185	0.000874851	0.00158553	0.00644932	0.00566013	0.00115217	0.0119443	0.00540759	0.00802629	0.00130794	0.000818873	0.0034989	0.0161306	0.0103369	0.0042935	0.00469926	0.00188014	0.001381	0.0104186	0.00870581	0.00438237	0.00812187	0.0185281	0.00493665	0.00175235	0.00442711	0.0111933	0.00167474	0.00885117	0.00273827	0.000683902	0.000334531	0.000805681	0.0138179	0.0105361	0.0262217	0.00555835	0.0141521	0.0188667	0.00314225	0.00193755	0.00105935	0.0016796	0.000860813	0.00239072	0.00474445	0.00521623	0.00481502	0.00222933	0.0063144	0.00665435	0.00963647	0.156187	0.0285787	0.00480259	0.00275838	0.00395091	0.000298314	0.00292293	0.00198188	0.000198941	0.00324645	0.00292783	0.00109658	0.000830677	0.00456373	0.00644233	0.00133094	0.00591753	0.00148119	0.000332598	0.0060339	0.0417516	0.00245138	0.000212238	0.000301672	0.00205274	0.00140692	0.0018089	0.0081584	0.00305921	0.00327755	0.00355903	0.000779732	0.000745583	0.00688717	0.00201843	0.01096	0.00764998	0.000552618	0.00701041	0.00193543	0.0162876	0.00767948	0.00101196	0.00917293	0.0031853	0.000659899	0.00320205	0.000871571	0.0017915	0.00306626	0.000816949	0.00207888	0.00136135
